Unnamed: 0,data,len,true,fuzzy,id,single,split
76,"the quebrada de humahuaca valley has been used over the past <NUM>  , <NUM>  years as a crucial passage for the transport of people and ideas from the high andean lands to the plains . ",32,[0 1 0 1 1 0 0 0 0 0 0],[0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],1116,2,train
796,the groups of modern villas are a testament to the penetration of western culture into chinas hinterlands in the late <NUM> thcentury to the middle of the <NUM> th century . ,28,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],778,4,train
2646,"the residences of the royal house of savoy is an outstanding example of the strategies and styles of the baroque , a monumental architectural ensemble illustrating the prevailing doctrine of absolute monarchy in material terms . ",34,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],823,4,train
4114,"the property is a vital sanctuary for nesting species such as the white pelican pelecanus onocrotalus , the purple heron ardea purpurea , the african spoonbill platalea alba , the great egret casmerodius albus , the night heron nycticorax nycticorax and the cormorant phalacrocorax carbo ",41,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],25,10,train
785,the wudang buildings exercised an enormous influence on the development of religious and public art and architecture in china . ,19,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],705,2,train
5534,individual stones finely carved bear witness to an exact and experienced technique and contribute to the organized and imposing size of the stone circle groups . ,25,[1 0 0 0 0 0 0 0 0 0 0],[1.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1226,1,train
2644,"the residences of the royal house of savoy provides outstanding testimony to the exuberant genius of baroque and late baroque art and architecture , constructed over many decades by outstanding architects , including ascanio vitozzi , benedetto alfieri , amedeo di castellamonte , guarino guarini and filippo juvarra . ",43,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],823,1,train
2217,"mount khangchendzonga is the central element of the socio religious order , of the unity and solidarity of the ethnically very diverse sikkimese communities . ",22,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  1.  0.  0.  1.  1.  0.  0.  1.  0.2],1513,6,train
2462,yazd is an outstanding example of a traditional human settlement which is representative of the interaction of man and nature in a desert environment that results from the optimal use and clever management of the limited resources that are available in such an arid setting by the qanat system and the use of earth in constructing buildings with sunken courtyards and underground spaces,63,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1544,5,train
3333,"the geographic isolation of the archipielago de revillagigedo , shaped by the prevailing oceanographic conditions , results in high marine productivity , rich biodiversity and exceptional levels of endemism , both terrestrial and marine",30,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1510,10,train
3113,"the city is pre eminently an ideal creation of the late renaissance with its uniform urban plan , inspired by neo platonic principles , its fortified and bastioned walls modelled around the natural site and the voluntary implantation of great monuments in well chosen locations . ",40,[1 0 0 0 0 0 0 0 0 0 0],[1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],131,1,train
2977,"thimlich ohinga , as the best preserved example of ohingni constitutes a representative and outstanding example of ohingni , a distinctive form of pastoral settlement that persisted in the lake victoria basin from the <NUM> th to the mid <NUM> th centuries . ",37,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1450,5,train
4343,it conserves an admirable architectural heritage that illustrates the diverse functions of a university institution in the christian world,19,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],381,4,train
910,the system of capital cities represented by guonei city and wandu mountain city also influenced the construction of later capitals built by the koguryo regime the koguryo tombs provide outstanding examples of the evolution of piled stone and earthen tomb construction . ,40,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1135,4,train
2172,"the mahabodhi temple complex in bodh gaya has direct association with the life of the lord buddha , being the place where he attained the supreme and perfect insight . ",28,[0 0 0 0 0 1 0 0 0 0 0],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1056,6,train
4099,"the at turaif district was the first historic centre with a unifying power in the arabian peninsula . its influence was greatly strengthened by the teachings of sheikh mohammad bin abdul wahhab , a great reformer of sunni islam who lived , preached and died in the city",44,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  0.  1.  1.  1.  0.  0.  0.  0.  0.2],1329,6,train
2309,the ziggurat at tchogha zanbil remains to this day the best preserved monument of this type and the largest outside of mesopotamia . integrity,22,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],113,4,train
5538,"the extant remains of the fortified german limes , hadrians wall and antonine wall constitute significant elements of the roman frontiers present in europe",23,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],430,2,train
1257,"in addition to the rhinoceros and the giraffe , the purely savannicole species include the lion , the spotted hyena and numerous species of antelope",23,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],136,10,train
4516,this has resulted in a townscape in which the medieval walled trading town has been retained with distinctive layers over time until the present day,25,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],731,5,train
3411,"endowed with a princely urbanism , the historic city of meknes also illustrates the specificities of earthen architecture cobwork of sub saharan towns of the maghreb . ",24,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],793,4,train
1178,monumental and domestic architecture form a homogeneous urban fabric where it is possible to find architectural expressions corresponding to different periods of the evolution of the town . ,27,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],1270,4,train
4237,a second is the spectacle of large numbers of nesting turtles on the beaches and the abundance of dolphins and migration of whales and whale sharks off shore,27,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],914,7,train
4596,"at the end of his first visit , it is said that monk baheira indicated that muhammad was to become a prophet . ",21,[0 0 0 0 0 1 0 0 0 0 0],[1.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],22,6,train
442,the eight protected areas that make up the site preserve barely modified ancient environments and original natural ecological processes a forest archipelago that reveals an evolutionary structure of great interest to science and conservation . ,35,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],892,9,train
3612,"it was a seasonal residence and refuge to the princes of hormuz , which has given it the title of a secondary capital of the larger kingdom",26,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1537,3,train
2718,the ensemble of sites and monuments in syracuse pantalica constitutes a remarkable testimony of the mediterranean cultures over the centuries . ,19,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1200,2,train
5048,jodrell bank observatory is a masterpiece of human creative genius related to its scientific and technical achievements,17,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1594,1,train
5371,"the qhapaq nan played an essential role in the organization of space and society in a wide geographical area along the andes , where the roads were used as a means to share cultural values with outstanding intangible significance",38,[0 0 0 0 0 1 0 0 0 0 0],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1459,6,train
1054,"the archaeological ruins of liangzhu illustrates the transition from small scale neolithic societies to a large integrated political unit with hierarchy , rituals and crafts",23,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1592,4,train
2364,the shushtar hydraulic system is testimony to a remarkably accomplished and early overall vision of the possibilities afforded by diversion canals and large weir dams for land development,27,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],1315,1,train
4316,"the monastery and site of the escurial , madrid is directly associated with very important historic personalities in european history and the world , such as the holy roman emperor charles v and all his descendants from the house of austria and the house of bourbon who occupied the spanish throne , in particular philip ii",53,[0 0 0 0 0 1 0 0 0 0 0],[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],318,6,train
3270,"the serial property provides habitat for roughly one third of the worlds total number of marine mammals , sometimes in impressive numbers , for example huge colonies of california sea lion",29,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1182,10,train
1415,discoveries from the lower omo valley represent exceptional developments in the domain of cultural activities in the pre historic time . ,19,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],17,4,train
3882,"other endemic plants include plants such as pride of madeira echium candicans , honey spurge euphorbia mellifera , madeira foxglove isoplexis spectrum and musschia wollastonii",23,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],934,10,train
2633,the trulli of alberobello is an outstanding example of human settlement that retains its original form to a remarkable extent . ,20,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],787,5,train
5585,"it is also within a globally important endemic bird area and is notable for the occurrence of a number of globally threatened species , such as the yellow breasted pipit",28,[0 0 0 0 0 0 0 0 0 1 0],[1.  0.  1.  0.  0.  0.  1.  0.  0.  1.  0.2],985,10,train
3831,the result is a cultural landscape of great beauty and spiritual quality in which natural and human made elements combine in a harmonious manner . ,23,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],905,2,train
1502,"they have enabled the emergence of a unique expression coming from the two cultures , which is especially conveyed in the fields of architecture and urbanism",25,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],495,2,train
2759,"the winegrowing landscape also expresses great aesthetic qualities , making it into an archetype of european vineyards . ",16,[0 0 0 0 1 0 0 0 0 0 0],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1390,5,train
3634,"the rock islands southern lagoon contains <NUM>  marine lakes , more than at any other site in the world",18,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  1.  0.  1.  0.  1.  0.  1.  1.  0.2],1386,9,train
2011,these are the steep mountain range harbouring the headwaters of rio platano and the flat to undulating coastal plains,19,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],196,8,train
4274,"the rich diverse botanical landscape of the richtersveld , shaped by the pastoral grazing of the nama , represents and demonstrates a way of life that persisted for many millennia over a considerable part of southern africa and was a significant stage in the history of this area . ",46,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],1265,4,train
4104,"the ensemble of these elements , tangible and intangible , demonstrates the intimate and long lasting connection between the pilgrimage and the nominated property and is an example of the very rich cultural diversity resulting from this religious event unique in the whole islamic world . ",42,[0 0 0 0 0 1 0 0 0 0 0],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1361,6,train
4538,this area is virtually impenetrable by human beings except during winter,11,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  1.  0.  1.  0.  1.  1.  1.  0.  0.2],774,9,train
4252,the buildings of robben island bear eloquent witness to its sombre history . ,12,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],916,3,train
6,it was an important centre of pilgrimage over many centuries,10,[0 0 0 0 0 1 0 0 0 0 0],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],208,6,train
678,"this involves ceremonies at specific sites to communicate with other beings , and respect for sacred places such as pictograph sites , thunderbird nests , and places where memegwesiwag little rock people dwell , in order to ensure harmonious relations with the other spirit beings with whom anishinaabeg share the land , and to maintain a productive life on the land . ",56,[0 0 0 0 0 1 0 0 0 0 0],[0.  0.  1.  0.  0.  1.  0.  0.  1.  0.  0.2],1415,6,train
1943,philippi is an exceptional testimony to the incorporation of regions into the roman empire as demonstrated by the citys layout and architecture as a colony resembling a small rome,29,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1517,3,train
4532,"the nominated area contains all the processes associated with glacial activity such as u shaped valleys , moraines , talus slopes , drumlins , presence of large erratics and rapidly flowing glacial streams",28,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  1.  0.  1.  0.  1.  1.  1.  0.  0.2],774,8,train
5183,"the park contains significant parts of two of the world s most active and best understood volcanoes , kilauea and mauna loa",20,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.2],409,8,train
2954,"the property makes a critical contribution to the conservation of the natural values within the great rift valley , as an integral part of the most important route of the african eurasian flyway system where billions of birds are found to travel from northern breeding grounds to african wintering places . ",48,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1060,10,train
4322,"around its cathedral , which is a world renowned masterpiece of romanesque art , santiago de compostela conserves a valuable historic centre , known as one of christianity s greatest holy cities",28,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],347,1,train
3164,"here it is expressed in its successive and complementary aspects the dry and obsessive geometry of the pyramids of the sun and the moon contrasts with the sculpted and the painted decor of an exceptional richness of the pyramid of quetzalcoatl , the plumed serpent . ",44,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],414,1,train
5180,"the chaco canyon sites graphically illustrate the architectural and engineering achievements of the chacoan people , who overcame the harshness of the environment of the southwestern united states to found a culture that dominated the area for more than four centuries . ",40,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],353,3,train
1064,los katios is unique in south america for the large number of typically central american species found in the park,20,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],711,10,train
5488,"together the components demonstrate a defensive network or system for the stato da terra and the western stato da mar centred in the adriatic sea or golfo di venezia , which had civil , military , urban dimensions that extended further , traversing the mediterranean region to the levant . ",45,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1533,3,train
2242,"the house is a self sufficient unit with its own provisions for water , sanitation and climatic control the court yard as the focus ",22,[0 0 0 0 1 0 0 0 0 0 0],[0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],1551,5,train
1474,amiens cathedral exercised an important influence on the later development of gothic architecture,13,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.2],162,2,train
4174,"the tortoises feed on grasses and shrubbery , including plants which have evolved in response to its grazing patterns",18,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],185,9,train
1889,"olympia bears exceptional testimony to the ancient civilizations of peloponnese , both in terms of duration and quality",17,[0 0 1 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],517,3,train
3065,"sarawak chamber , the largest cave chamber in the world , stretches <NUM>  m in length by <NUM>  m wide and <NUM>  m high",22,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],1013,7,train
2021,along the altitudinal range the property connects a huge variety of very different ecosystems and habitats,16,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],196,9,train
4724,hierapolis is an exceptional example of a greco roman thermal installation established on an extraordinary natural site,16,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  1.  0.  0.  0.  0.2],485,3,train
4347,"the elliptical space of the cabildo , created by hernan ruiz , is one of the most beautiful architectural works of the renaissance . ",21,[1 0 0 0 0 0 0 0 0 0 0],[1.  1.  1.  0.  0.  1.  0.  0.  0.  0.  0.2],383,1,train
5509,"the productivity of biomass in the wadden sea is one of the highest in the world , most significantly demonstrated in the numbers of fish , shellfish and birds supported by the property",31,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  1.  1.  1.  0.2],1314,9,train
1130,"the chiefdoms which inhabited the diquis delta created hierarchical settlements expressing the division of different levels of power centres , presented by the different serial components",25,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1453,3,train
1461,versailles exercised great influence throughout europe from the end of the <NUM> th century to the end of the <NUM> th century,20,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],83,2,train
4796,"pergamon is associated with important people , schools , ideas and traditions concerning art , architecture , planning , religion and science",17,[0 0 0 0 0 1 0 0 0 0 0],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1457,6,train
5097,mount kilimanjaro is one of the largest volcanoes in the world,11,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.2],403,7,train
3114,"the city is irrevocably affiliated with the history of the military and charitable order of the knights of st john of jerusalem , which founded the city in <NUM>  and maintained it throughout two and a half centuries",37,[0 0 0 0 0 1 0 0 0 0 0],[1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.2],131,6,train
3893,the pico island landscape reflects a unique response to viniculture on a small volcanic island that has been evolving since the arrival of the first settlers in the <NUM> th century . ,30,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  1.  0.  0.  0.  0.  0.  0.2],1117,3,train
222,they illustrate the variety of the creation of penal colonies to serve the many material needs created by the development of a new territory,24,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],1306,4,train
5221,"thus , an extensive trade network for rocks and minerals from hundreds of kilometres away played a key role in the poverty point phenomenon . ",23,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],1435,3,train
48,the jesuit college reflects the status given to mbanza kongo as a seat of learning and is the place where in <NUM>  the first catechism was written in the kikongo language to be used to spread christianity across the kingdom,40,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1511,4,train
573,"functioning natural processes allow for study of the continued evolution of the landforms of the property , and help to understand other upland areas in the region . ",26,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  0.  0.2],225,8,train
1236,the park presents several other spectacular panoramas like the eroded valleys in the sinda and ishango regions,17,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  0.2],63,7,train
5415,the property and the broader landscape are a refuge for species of fauna that have disappeared or are highly threatened in most of the rest of west africa,28,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],749,10,train
5458,"within the region , the unusual high altitude grasslands are restricted to the property , allowing extraordinary panoramic views",17,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],205,7,train
5060,"ngorongoro conservation area has yielded an exceptionally long sequence of crucial evidence related to human evolution and human environment dynamics , collectively extending from four million years ago to the beginning of this era , including physical evidence of the most important benchmarks in human evolutionary development",44,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  0.  1.  1.  1.  1.  0.2],39,4,train
2282,the tropical rainforest heritage of sumatra represent the most important blocks of forest on the island of sumatra for the conservation of the biodiversity of both lowland and mountain forests,30,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  1.  1.  0.2],1167,9,train
267,"the walled city of baku represents an outstanding and rare example of an historic urban ensemble and architecture with influence from zoroastrian , sassanian , arabic , persian , shirvani , ottoman , and russian cultures . ",30,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],958,4,train
1104,the currents and the island affect the movements and distribution of the many migratory marine species aggregating for feeding and reproduction in the waters around the island,27,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],820,9,train
2305,"it illustrates characteristics of the later stage of global industrialisation in the second half of the <NUM> th century and early <NUM> th century , when engineering technologies and complex systems of production gave rise to the globalised economy of industry and commerce",40,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1610,4,train
4428,"the dolmens of antequera materialize an extraordinary conception of the megalithic landscape , being exponents of an original relationship with the natural monuments to which they are intrinsically linked",28,[0 0 1 0 0 0 0 0 0 0 0],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1501,3,train
1935,"mycenae and tiryns bear unique testimony to the political , social and economic development of the mycenaean world , thus representing the peak of this early stage of greek civilization . ",28,[0 0 1 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],941,3,train
386,"the site contains an array of habitat types including evergreen rainforests , palm forests , cerrado , swamps , savannahs , gallery forests , and semi deciduous dry forests",22,[0 0 0 0 0 0 0 0 1 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],967,9,train
1701,"it was the inspiration for agricolas de re metallica , the authoritative work on metallurgy and mining in the renaissance . ",19,[0 1 0 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],623,2,train
3895,"elvas is an outstanding example of a garrison town and its dry ditched bulwarked defence system , which developed in response to disruptions in the balance of power within <NUM> th century europe",30,[0 0 0 1 0 0 0 0 0 0 0],[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],1367,4,train
2834,shiretoko has particular importance for a number of marine and terrestrial species,12,[0 0 0 0 0 0 0 0 0 1 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],1193,10,train
4928,"they have only undergone minimal restoration and provide , in their pristine state , a veritable repertory of medieval architectural form barbicans , drawbridges , fortified gates , chicanes , redoubts , dungeons , towers and curtain walls . ",30,[0 0 0 1 0 0 0 0 0 0 0],[1.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],374,4,train
1563,"the combination of volcanism , tectonic landslide events , heavy rainfall and stream erosion have formed a rugged and dramatic landscape of striking beauty , dominated by two towering volcanoes , the dormant piton de neiges and the highly active piton de la fournaise",40,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  0.  0.  1.  0.2],1317,7,train
4625,"the pamir mountains are a major centre of glaciation on the eurasian continent and tajik national park illustrates within one protected area an outstanding juxtaposition of many high mountains , valley glaciers , and deep river gorges alongside the cold continental desert environment of the high pamir plateau landforms",47,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1252,8,train
209,"although purnululu national park has not been widely known in australia until recently and remains relatively inaccessible , it has become recognised internationally for its exceptional natural beauty",27,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1094,7,train
909,the capital cities and tombs of the ancient koguryo kingdom represent exceptional testimony to the vanished koguryo civilization . ,18,[0 0 1 0 0 0 0 0 0 0 0],[1.  1.  1.  1.  1.  0.  0.  0.  0.  0.  0.2],1135,3,train
1289,"stevns klint is highly significant in terms of its past , present and future contribution to science especially pertaining to the definition of and explanation of the cretaceous tertiary k t boundary . ",29,[0 0 0 0 0 0 0 1 0 0 0],[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.2],1416,8,train
5202,"the large area of the property encompasses a multitude of habitats , ranging from <NUM>  , <NUM>  m below sea level to <NUM>  m above sea level , including abyssal areas , seamounts and submerged banks , coral reefs , shallow lagoons , littoral shores , dunes , dry grasslands and shrublands and a hypersaline lake",46,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  1.  0.  0.  1.  0.  1.  1.  1.  0.2],1326,9,train
3424,"its expansion from the beginning of the <NUM> th century continued until the end of the <NUM> th century and is reflected in its fortifications , architecture , synthesis of moroccan and andalusian cultures and its urban fabric . ",34,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],837,4,train
1842,"the monasteries of athos present the typical layout of orthodox monastic establishments a square , rectangular or trapezoidal fortification flanked by towers , which constitutes the peribolos of a consecrated place , in the centre of which the community s church , or the catholicon , stands alone",42,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  0.  1.  1.  1.  1.  0.  0.  0.  0.2],454,4,train
4602,the carved sculptural treatment of the monumental archway through which the city is approached from the great temple is an outstanding example of palmyrene art,25,[0 0 0 1 0 0 0 0 0 0 0],[1.  1.  0.  1.  0.  0.  0.  0.  0.  0.  0.2],23,4,train
3400,"the ancient fragmented district of the medina with its high density of monuments of religious , civil and military character , are outstanding examples of this culture and the resulting interaction with the diverse stratas of the population that have influenced the wide variety of architectural forms and urban landscapes . ",48,[0 0 0 0 1 0 0 0 0 0 0],[0.  1.  0.  0.  1.  0.  0.  0.  0.  0.  0.2],170,5,train
958,the location and environment of the site of xanadu exhibits influence from both mongolian and han chinese values and lifestyles,20,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  1.  0.  0.  0.  0.  0.2],1389,2,train
1793,"because of their rich and extremely well preserved archaeological material they have become key scientific sites for the interpretation of a broad variety of economic , social and historic developments in viking age europe . ",33,[0 0 1 0 0 0 0 0 0 0 0],[0.  0.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1553,3,train
2088,"the series of six massive hill forts are architectural manifestations of rajput valour , bravery , feudalism and cultural traditions , documented in several historic texts and paintings of the medieval and late medieval period in india",34,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  0.  0.  0.  0.  0.  0.  0.  0.2],247,3,train
331,the historic centre of brugge is an outstanding example of an architectural ensemble,13,[0 0 0 1 0 0 0 0 0 0 0],[0.  1.  0.  1.  0.  1.  0.  0.  0.  0.  0.2],996,4,train
4015,seabird colonies along the coastal zone of the bering sea,10,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  1.  1.  0.2],765,7,train
4622,lake sarez and lake karakul are superlative natural phenomena,9,[0 0 0 0 0 0 1 0 0 0 0],[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.2],1252,7,train
3721,"in addition to the diversity of life , manu national park is also known for an unusually high abundance of fauna across many taxonomic groups . ",24,[0 0 0 0 0 0 0 0 1 0 0],[0.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.2],402,9,train
1774,the political and cultural revival under the carolingians on the edge of the frankish empire manifested itself in this complex . ,20,[0 0 1 0 0 0 0 0 0 0 0],[0.  1.  1.  1.  0.  0.  0.  0.  0.  0.  0.2],1447,3,train
2988,luang prabang reflects the exceptional fusion of lao traditional architecture and <NUM> th and <NUM> th century european colonial style buildings . ,19,[0 1 0 0 0 0 0 0 0 0 0],[0.  1.  0.  1.  1.  0.  0.  0.  0.  0.  0.2],479,2,train
